BMLVN	12	x2
metabolism	0.9970000
mutations	0.0000100
catastrofic	0.0000100
minWeight	0.1
start biomas	2.0	_
env.size	25000.0
feedSourceH	0FF
0C7
0B5
023
011
feed port max	50000.0
timeQuant	0.01

key	suscepBits	activeBits	maxsize	popBiomas	currincome	currloss
FFF:000	4095	0	1	18054.532177766636	269.7744140625	192.3297962168966	
0FF:000	255	0	1	8249.744099584912	1.2674033641815186	198.96498936832904	
00F:000	15	0	1	25000.0	345.6591796875	5.117509763429504	
777:000	1911	0	1	16962.945001525084	242.04856872558594	202.16158030610913	
555:000	1365	0	1	16499.20593054993	466.26080322265625	216.38138612181373	
0FF:0FF	255	255	1	984.0874720955702	4.725414811167305	2.674061133953444	
0FF:1FF	255	511	1	993.4396829548187	4.819210446669717	2.7327752820910507	
0FF:0F7	255	247	1	920.2398380717108	4.220545551237458	2.339780757675111	
0DF:0FF	223	255	1	1125.3810386900427	5.401336687077595	3.04853279590186	
0FF:0FE	255	254	1	975.1755391000066	4.657257639222978	2.626050387860568	
0FF:8FF	255	2303	1	810.4214819982243	3.758280745435135	1.821848779178283	
8FF:0FF	2303	255	1	3300.454926863194	15.818499940334782	5.338931655766232	
0FF:0DF	255	223	1	747.6646603604346	2.975842552702282	1.5470362000196818	
0FF:0EF	255	239	1	850.3685864046782	3.714692030977648	1.9991633868024277	
07F:0FF	127	255	1	2059.1522681656697	9.849442156630117	5.456920808736759	
0FB:0FF	251	255	1	997.6193016635501	4.790204959092495	2.70897051520236	
0FE:0FF	254	255	1	986.594195042402	4.73742141991267	2.678228215534411	
0FF:4FF	255	1279	1	2053.977968722637	16.76739350690089	11.678913550784634	
1FF:0FF	511	255	1	1357.1594410866517	6.5168745211582815	3.4698638089888143	
0EF:0FF	239	255	1	1045.9249929781595	5.021390955331285	2.8407043385473605	
0FF:0BF	255	191	1	547.2941605502172	1.8188713594946768	0.8302963813726902	
4FF:0FF	1279	255	1	2002.8263182866992	9.621779584603138	5.266703972065452	
0FD:0FF	253	255	1	990.8849620795825	4.7579566592216285	2.6908597468590267	
0FF:0FB	255	251	1	950.1350320011733	4.46366017377264	2.493488326281196	
0FF:07F	255	127	1	904.3532102368362	4.305467091409983	2.264516257275672	
0BF:0FF	191	255	1	1342.8457503365603	6.439830824639024	3.6316073354831677	
0BF:1FF	191	511	1	1355.6698482621143	6.572128831713468	3.715902719457116	
0FF:1FB	255	507	1	962.1495329314137	4.5754657207547895	2.56378651490078	
0FF:0FD	255	253	1	966.858123229816	4.591036877229941	2.581650534505343	
2FF:1FF	767	511	1	2219.755640274701	10.750682583056786	4.872640687928698	
0FF:3FF	255	1023	1	1079.250589413707	6.0216503025506585	3.2263449409781844	
07F:1FF	127	511	1	2079.0389579937337	10.06559918488549	5.5979394583964925	
2FF:0FF	767	255	1	2183.3950669227374	10.456910209966768	4.687059124333107	
0FF:5FF	255	1535	1	2639.4913612306273	26.175428011608652	19.277946518853998	
