BMLVN	8	x2
metabolism	0.9990000
mutations	0.0100000
catastrofic	0.0001000
minWeight	0.05
start biomas	2.0	_
env.size	25000.0
feedSourceH	8F
feed port max	5000.0
timeQuant	0.01

key	suscepBits	activeBits	maxsize	popBiomas	currincome	currloss
8F:00	143	0	1	8822.170482452506	12.78984260559082	16.778168040061903	
FF:BE	255	190	1	203.29727187555721	0.19637961711441568	0.005905584685205258	
FF:DF	255	223	1	35.486151781181405	0.030093535981402297	1.8239724135909753E-4	
FF:BF	255	191	1	165.47742827519744	0.16125742947872362	0.003924663104524032	
DF:BE	223	190	1	49.792886756681824	0.04812089904909363	3.870868874132034E-4	
FE:DF	254	223	1	19.334753805153643	0.016396769802269093	5.4051541548370487E-5	
FF:BC	255	188	1	23.232801465944927	0.02206390429194756	7.828539275648155E-5	
7F:BF	127	191	1	71.75925005174122	0.06995018346587292	3.0250203244384742E-5	
EF:BE	239	190	1	57.78038702004679	0.05583949196201704	4.59994889622561E-4	
FF:BB	255	187	1	19.226270786277762	0.018098031511171786	5.3631454133397136E-5	
DF:BF	223	191	1	48.50843785088299	0.047285437552714533	3.6738825954474037E-4	
FF:9F	255	159	1	590.9579018118156	0.6814794012777651	0.048675876076358544	
F7:BE	247	190	1	72.21792768342061	0.06979050640361764	7.031998407044184E-4	
FF:AE	255	174	1	143.73467228395714	0.15063158761940496	0.002969165007231381	
FE:BE	254	190	1	44.38164850366716	0.042891296280490654	2.8421701718950657E-4	
BF:BF	191	191	1	62.135993049952816	0.060567226004888966	7.381206007959004E-4	
FB:BE	251	190	1	39.00324694547434	0.037693698653506594	2.131062526898605E-4	
FD:BE	253	190	1	61.440100454381266	0.05937577859110297	5.368809206777878E-4	
FF:9E	255	158	1	497.1709523350648	0.5694496486144607	0.03469043099455553	
FD:BF	253	191	1	27.274002121757626	0.026586638210113724	1.0609157752316922E-4	
FF:BD	255	189	1	26.74488967185449	0.02562265660305202	1.0371062934901677E-4	
FB:BF	251	191	1	60.48063771474898	0.058954615636479725	5.114900189459189E-4	
FF:BA	255	186	1	13.487019135894261	0.012583093451832048	2.6404139811810014E-5	
EF:BF	239	191	1	33.029112614626484	0.03219663289553925	1.5059146451076082E-4	
FF:AF	255	175	1	154.95364712660086	0.16371931345244115	0.0034475386990228773	
FE:BF	254	191	1	52.80983505218741	0.05147781667079988	4.0213591490104644E-4	
7F:BE	127	190	1	55.88751901465458	0.054011339578465524	1.8490727564909555E-5	
F7:BF	247	191	1	43.23828979415953	0.042148136304268634	2.5267315363472845E-4	
FF:B7	255	183	1	14.519501058992777	0.01318276755515822	3.060112892452696E-5	
FE:9F	254	159	1	332.3170417542793	0.38400080779305457	0.015625941042977924	
BF:BE	191	190	1	28.235584379520645	0.02728770308108622	1.5285228308959005E-4	
FF:DE	255	222	1	6.78231878997284	0.005698870164128137	6.681352799656221E-6	
FF:CF	255	207	1	31.944247469327905	0.028956038387536836	1.4786979452402566E-4	
DF:DF	223	223	1	4.691619100271821	0.003978725601839035	3.445971529817401E-6	
BF:9F	191	159	1	196.93975769895803	0.2276798976126908	0.00734947781581693	
FF:9D	255	157	1	163.51480533662627	0.18618841718444187	0.003840820428159381	
7F:9F	127	159	1	231.2031496920661	0.26740109358503417	3.239477997204556E-4	
FE:9E	254	158	1	263.89950408531786	0.3027185836789694	0.009900064011169375	
FE:AF	254	175	1	29.934266017553686	0.03163466007630358	1.294543801174049E-4	
FF:8E	255	142	1	748.2726337635187	0.9466377621878562	0.07759508015691831	
F7:9F	247	159	1	238.2733319684367	0.27546110057146095	0.007573012499000437	
DB:BF	219	191	1	9.386547086571788	0.009150038131710822	1.3345779734478792E-5	
FF:9B	255	155	1	155.74451647277746	0.17459596719201514	0.003486903690548338	
FF:8F	255	143	1	875.3977155570526	1.1136256657256742	0.1052925039042746	
BF:AF	191	175	1	32.00884702111245	0.033826979327239076	1.9637930449435543E-4	
FB:9F	251	159	1	193.20334407057	0.22338822009880926	0.005174760149439659	
FB:9E	251	158	1	170.23904434324493	0.19534884283405998	0.004024483382871679	
D7:BE	215	190	1	2.1885287504610598	0.0021150757467820764	7.010045067149901E-7	
DF:9E	223	158	1	236.40608660798728	0.2711946958032595	0.008599362561510275	
FD:9E	253	158	1	134.6532619915753	0.15452708491294753	0.0025671908518344368	
EF:9F	239	159	1	172.13872531886037	0.1990499023048233	0.0040556544368984026	
EB:BE	235	190	1	11.32499124509004	0.010944892075217812	1.71199278736468E-5	
ED:BE	237	190	1	12.643018881793157	0.012218680998686511	2.1721902661793274E-5	
DF:9F	223	159	1	269.9727956763547	0.31202899108623333	0.011185517807792382	
7F:9E	127	158	1	196.94613363206085	0.22604461700377315	2.3506606545933243E-4	
BF:AE	191	174	1	30.40997387919548	0.03187512546305538	1.772775874798719E-4	
FD:AE	253	174	1	43.47259231439624	0.045566819918601315	2.6922243533810867E-4	
FD:9F	253	159	1	162.66349945758446	0.18809257075181376	0.0037387935571105294	
CF:BE	207	190	1	6.6741406476817025	0.006450140488164969	6.683498605383705E-6	
FF:9A	255	154	1	77.10330167668897	0.08576938911497976	8.591648332885355E-4	
7F:AF	127	175	1	58.04826057977116	0.06134566120503975	2.0113506431664337E-5	
F7:9E	247	158	1	118.5455553498232	0.13604713702699991	0.0018902159872603336	
3F:BF	63	191	1	5.413866904416444	0.005277452549411433	5.844051109606888E-7	
9F:BE	159	190	1	1.8333613817322718	0.0017718288997456341	7.30805179577632E-7	
77:BF	119	191	1	14.178187492548558	0.013820932268459691	9.677629772576358E-7	
EF:9E	239	158	1	158.03783284732566	0.18135771110457316	0.003421763118048801	
FF:A7	255	167	1	20.827557004590297	0.020573770961472525	6.293438203202147E-5	
FF:96	255	150	1	56.45682243685659	0.06081142162601866	4.613524512783307E-4	
FF:9C	255	156	1	83.46730263675103	0.09432081189863727	0.0010063117762258208	
BF:8E	191	142	1	159.55275037675793	0.20258126998519743	0.004841192483985047	
FB:AF	251	175	1	42.425288969569145	0.04483490031758034	2.5209770627946694E-4	
BF:9E	191	158	1	108.90933567211478	0.12498589214590793	0.00226157883365168	
DF:AF	223	175	1	31.08739439905855	0.0328533602423074	1.5105737343580231E-4	
D7:BF	215	191	1	4.8512190436983795	0.004728984426506973	3.443820221209884E-6	
77:BE	119	190	1	3.877375393444936	0.0037472389971572283	7.271229758050526E-8	
FF:97	255	151	1	66.09392160460165	0.07177323153713007	6.318761557127239E-4	
F7:8E	247	142	1	182.56594666236577	0.23180478642460833	0.0044687215718324505	
EF:AE	239	174	1	36.31904831776151	0.038068799348460254	1.8196863935631192E-4	
F9:BF	249	191	1	15.834121439169104	0.01543513453029041	3.4606937932863206E-5	
FF:AC	255	172	1	9.69602574614504	0.00999582890612361	1.3648971817507625E-5	
DF:AE	223	174	1	12.014199894698242	0.012593141329161209	2.2584694020350046E-5	
9F:BF	159	191	1	5.106067263412404	0.0049774126012598514	5.667407333165105E-6	
F7:AF	247	175	1	19.249753916199154	0.02034330138345535	5.0180734629394925E-5	
FF:87	255	135	1	121.15350886941934	0.14628256525192457	0.0021168014966350805	
FF:AD	255	173	1	21.088547763335722	0.021922249757672232	6.451011946687613E-5	
FE:8E	254	142	1	120.47142399414612	0.15297921817563742	0.0020850198834238866	
7F:8F	127	143	1	185.66647433853865	0.2374393021064447	2.088565235532998E-4	
FF:CE	255	206	1	20.63098334383785	0.018534433408143872	6.174243550684746E-5	
FF:8A	255	138	1	50.955780888199946	0.06289312153190657	3.759414640723551E-4	
7F:AE	127	174	1	19.715335399923177	0.0206653554547043	2.344334845618255E-6	
CF:9E	207	158	1	13.41920186181978	0.015401856748388286	2.699511707853368E-5	
DF:8E	223	142	1	234.9540380747891	0.29825780559181614	0.008507774648084093	
FE:8F	254	143	1	160.0518462733569	0.20465018929473316	0.0036713033065361466	
E7:9F	231	159	1	27.56906525557866	0.031885273041284176	9.761769176613739E-5	
F3:BE	243	190	1	9.415430585183962	0.009099422539469996	1.1598622479765983E-5	
FF:A6	255	166	1	1.415631459446277	0.0013862195398969374	2.911558313030493E-7	
FC:9F	252	159	1	68.76047981235703	0.07952336088896866	6.701650427316931E-4	
DE:9E	222	158	1	31.678586226574215	0.03635882218788536	1.562552985167518E-4	
FF:8B	255	139	1	116.60726989243375	0.14495291324988116	0.001960901438843699	
FB:8F	251	143	1	215.19521123594708	0.275124319248661	0.006418695561025672	
FE:97	254	151	1	23.438447248382378	0.025453154284049435	7.94200644517538E-5	
FF:86	255	134	1	107.44158628211078	0.12877273134322142	0.0016662058700524249	
DE:9F	222	159	1	42.72397541229142	0.04941236281272544	2.839867349856978E-4	
FA:BF	250	191	1	1.1540454537257943	0.0011249669460197279	1.8650733162780804E-7	
9F:9F	159	159	1	25.188858395420144	0.029132373886983205	1.3765896198635264E-4	
FE:9D	254	157	1	34.17335176465146	0.038919841385398335	1.6867921965544078E-4	
FD:8E	253	142	1	143.15952441781207	0.1817829618266274	0.0029023529465146644	
BD:BE	189	190	1	4.563927492357333	0.004410750713438717	3.946815395913717E-6	
FD:8F	253	143	1	210.94904276985582	0.26969722405397367	0.006274907465419054	
F7:8F	247	143	1	161.14453493293817	0.2060492014469773	0.0034857694174886735	
DF:8F	223	143	1	249.75287612975475	0.3192484930007076	0.009602629358906671	
DF:BB	223	187	1	1.166095362891889	0.00109766853807865	2.129272839269562E-7	
BF:8F	191	143	1	169.98088601790886	0.2173278656704691	0.005490631310950682	
FF:95	255	149	1	21.403913232545406	0.022866078759179752	6.64633389633443E-5	
7E:9F	126	159	1	40.520877073986924	0.0468649078522679	9.843258871434692E-6	
FA:9F	250	159	1	65.5622051329502	0.07582474496484291	5.991060341506616E-4	
7D:9F	125	159	1	14.2188309532103	0.016444957347437183	1.163726280933957E-6	
FE:9B	254	155	1	90.73532327958917	0.10173124192205758	0.0011847670700791593	
FF:8D	255	141	1	170.26632876886532	0.21466940755536495	0.004166565133610353	
F6:9E	246	158	1	17.941490322179572	0.020592289316527068	4.343851686446546E-5	
7F:8E	127	142	1	205.35232596430188	0.26078665152317276	2.5549838161520276E-4	
7F:9B	127	155	1	13.946788974169927	0.015637857379895616	1.1788689623217329E-6	
F7:AE	247	174	1	19.460100940879247	0.020397809391180327	5.128394287508036E-5	
EF:8F	239	143	1	128.64533123767922	0.16450026949407337	0.0022686882733291645	
EE:9F	238	159	1	54.0281443334152	0.06248600613046774	4.010856595834001E-4	
EF:AF	239	175	1	18.528890853351534	0.019581482691409663	4.743127246569277E-5	
FB:8E	251	142	1	106.77167032087264	0.13558586945794954	0.0015908282950946242	
DB:9E	219	158	1	31.38379012000084	0.03602048536486853	1.4888662928038405E-4	
F7:9B	247	155	1	6.205341278228197	0.006957751018927471	5.2193660572094886E-6	
DF:9B	223	155	1	8.373396105187199	0.009388687511148247	1.0969393777339759E-5	
BE:9E	190	158	1	14.705055804703933	0.016877689931088243	4.141315013901559E-5	
FB:9B	251	155	1	18.09349747902389	0.02028735161119194	4.593580245724374E-5	
FF:AB	255	171	1	11.560944169951938	0.01181857168721034	1.9402099288772226E-5	
BF:9B	191	155	1	32.48798386917013	0.0364269780415489	2.0232647960196913E-4	
EF:8E	239	142	1	123.37702661311964	0.1566669703948294	0.0020876043890165883	
F5:9E	245	158	1	19.007415778091236	0.021815698802158796	4.809102346707144E-5	
DB:9F	219	159	1	16.341327820161105	0.018899753286256878	4.04091786953666E-5	
FB:9C	251	156	1	20.442160089387563	0.023101416202937087	5.86284552553741E-5	
F6:9F	246	159	1	33.04104799001373	0.03821385084650058	1.4716880829351658E-4	
DF:9D	223	157	1	18.132901399039863	0.02065155719071242	5.1403353057926355E-5	
DF:97	223	151	1	23.176060659016546	0.025168204179495418	8.39561780355259E-5	
BF:9D	191	157	1	15.882382077205072	0.01808845123205545	4.8406358714788285E-5	
77:9F	119	159	1	31.55517333912483	0.03649551205371929	4.821988895346049E-6	
BB:9E	187	158	1	38.189594756085434	0.043831592695487746	2.716497319356653E-4	
BF:96	191	150	1	10.294280428302002	0.011088519784144598	2.0346780219955464E-5	
E7:9E	231	158	1	9.677185266359135	0.011106967702423256	1.2041213917953237E-5	
DD:9F	221	159	1	11.935565986869035	0.013804225361509137	2.192767951780887E-5	
7D:9E	125	158	1	10.89709805950537	0.012507113133834496	6.835218769995662E-7	
7E:9E	126	158	1	23.76724747504337	0.027278792492507108	3.3864649079872427E-6	
FF:99	255	153	1	9.515972001783288	0.010501815111517468	1.3146051723653817E-5	
FD:AF	253	175	1	20.55253420434192	0.02172008233325085	6.027639004157105E-5	
BD:9E	189	158	1	12.779264876143902	0.014667372076607161	3.091774036181093E-5	
EE:9E	238	158	1	22.342578377766475	0.025643612092103613	6.872524360419826E-5	
FD:97	253	151	1	8.686988373564649	0.009433717362612592	1.0778506566190893E-5	
3F:9F	63	159	1	21.26732907132242	0.024596974990013357	9.013190165068318E-6	
EB:9E	235	158	1	28.04337474642015	0.03218664066789452	1.0484891554577123E-4	
FB:9D	251	157	1	21.433381921148552	0.024410463707912673	6.444594181500727E-5	
9F:8F	159	143	1	34.767452198969075	0.04446198731677903	2.620802292509444E-4	
6F:9F	111	159	1	23.282882426654	0.0269280942044398	2.572291695214115E-6	
F9:8F	249	143	1	11.490859952714676	0.014695063628140255	1.82257074164719E-5	
FF:8C	255	140	1	98.78567122915041	0.12368379422564157	0.0014087415666172894	
FE:9A	254	154	1	16.783096479596114	0.018670200443686828	4.0734711316270324E-5	
DE:8E	222	142	1	11.99248089848268	0.015229811784311884	2.2422059715726003E-5	
D7:9F	215	159	1	17.585637770313156	0.02033887025708033	4.519282196818383E-5	
ED:9F	237	159	1	1.6659719127118362	0.0019267997869815464	3.7735044424755517E-7	
FD:87	253	135	1	14.117647682432622	0.01704732540338243	2.8453114331256105E-5	
7E:8F	126	143	1	41.93428360368829	0.053627551120113685	1.0539341024858702E-5	
DF:8D	223	141	1	21.738690742145984	0.027412721253682378	7.385409867575088E-5	
5F:9F	95	159	1	20.950913794561114	0.02423102003075744	3.345369618034534E-6	
7B:9E	123	158	1	31.00042152844679	0.0355806489244358	5.233730469090592E-6	
EB:9F	235	159	1	20.096754264802108	0.023243132470038973	5.387094180235318E-5	
ED:9E	237	158	1	22.739974338342357	0.026099721065289093	7.021600022851017E-5	
F9:9F	249	159	1	4.998716493309666	0.005781327100380057	3.4511017009356416E-6	
DB:8F	219	143	1	12.101755882556757	0.01547630647029338	2.2165122561865776E-5	
7B:9F	123	159	1	15.180690608646259	0.01755740753877024	1.255022410544309E-6	
DF:86	223	134	1	17.97903636678701	0.02154995563209016	5.053880784690397E-5	
FC:9E	252	158	1	5.1378319348045265	0.005896934524921179	3.757958787890199E-6	
CF:8E	207	142	1	8.043930496545407	0.010215362492439959	9.700391593078102E-6	
EE:8F	238	143	1	6.98283713966073	0.008929986499750216	6.71727849668523E-6	
DF:8A	223	138	1	8.247005833461973	0.01017913814815088	1.0639116990399933E-5	
E7:8F	231	143	1	9.291387509497643	0.011882271232887492	1.1096848787756196E-5	
F7:9D	247	157	1	7.835711414302779	0.00892409868109224	8.32104249092479E-6	
B7:8F	183	143	1	11.911096502325918	0.015232485431012311	2.5680950957644998E-5	
9F:9E	159	158	1	27.177977937875664	0.03119330955406171	1.6024025225924965E-4	
6F:9E	111	158	1	13.689781754009067	0.015712407892662556	8.892981575666228E-7	
CF:9F	207	159	1	32.07922611328155	0.03710145625484653	1.5407561893052656E-4	
77:8F	119	143	1	6.049317542748194	0.007736152520709799	1.771705298812576E-7	
7B:8F	123	143	1	16.69079640595594	0.02134497878816069	1.5167580558751568E-6	
BE:9F	190	159	1	30.324766257637393	0.035072299870235114	1.7592566952742854E-4	
7F:8A	127	138	1	6.197192859790501	0.0076490836727558485	2.3270668660601654E-7	
D7:8E	215	142	1	6.284519805326868	0.00798100463509138	5.775360920700178E-6	
F6:8F	246	143	1	25.32168141442769	0.03238253741415852	8.647675620084919E-5	
FD:9A	253	154	1	15.07560595374574	0.01677072246833841	3.244577518860961E-5	
F6:8E	246	142	1	12.076763911217963	0.015336846331858552	1.968644518274196E-5	
FD:8D	253	141	1	10.491551389400367	0.013229973054470765	1.571480079201651E-5	
EE:BF	238	191	1	7.768380858122767	0.007572642807273592	8.317684222123202E-6	
7E:8E	126	142	1	11.54643633351617	0.014663349537255075	7.990583743651316E-7	
AF:8E	175	142	1	5.835077115762858	0.007410237275478438	6.364269639783874E-6	
AF:9F	175	159	1	7.959929041193834	0.009206157222486501	1.1844893663338452E-5	
FE:9C	254	156	1	16.069038575320057	0.01815942182288171	3.734217015274562E-5	
D7:9E	215	158	1	10.588743855226044	0.01215320595117172	1.639354775614579E-5	
FB:8D	251	141	1	4.899353796430798	0.006178143132626413	3.3704287389598465E-6	
EF:9A	239	154	1	10.095951375846044	0.011231155196417028	1.4093877139816033E-5	
9F:8E	159	142	1	9.547616604904468	0.012124968475952366	1.9797443297241726E-5	
DF:9C	223	156	1	2.677897403024827	0.0030262595583119547	1.1223646225912297E-6	
FE:8D	254	141	1	5.440746077562952	0.006860845586784531	4.2830437206572236E-6	
