BMLVN	8	x2
metabolism	0.9970000
mutations	0.0010000
catastrofic	0.0010000
minWeight	0.1
start biomas	2.0	_
env.size	25000.0
feedSourceH	FF
feed port max	35000.0
timeQuant	0.01

key	suscepBits	activeBits	maxsize	popBiomas	currincome	currloss
FF:00	255	0	1	14329.287088700856	251.3885955810547	140.64349955191065	
FF:FF	255	255	1	1825.934549724487	8.086777268080656	2.2071043817960296	
F7:FF	247	255	1	1901.688660379588	8.417256655374494	2.3198380284390057	
FF:FD	255	253	1	1517.0213788852568	6.677302096344526	1.5347701546762433	
FF:FE	255	254	1	679.0304763295848	3.0214994390973837	0.3132298445241442	
EF:FF	239	255	1	1969.7893221468448	8.714513617473791	2.4079037090551543	
FF:DF	255	223	1	821.1450311066674	3.1004617432020467	0.4583136275861318	
FB:FF	251	255	1	1880.643340106563	8.324796746380102	2.304271549813795	
7F:FF	127	255	1	3773.8922186468676	16.48743853921994	4.409085497530465	
BF:FF	191	255	1	2469.690145097265	10.889231662640414	2.9630729436874508	
FF:FB	255	251	1	1757.1246278430922	7.672048378298348	2.048727544108058	
FF:EF	255	239	1	1380.7337652628214	5.686549500204238	1.2783189882707329	
FE:FF	254	255	1	1852.845458799486	8.203536442809394	2.262480703019164	
FD:FF	253	255	1	1858.006591906222	8.226221776752235	2.268341721670359	
EB:FF	235	255	1	1979.37466742503	8.75762502547767	2.3931243766144026	
FF:F7	255	247	1	1671.812678054074	7.198215199249584	1.8595678662219253	
FB:FD	251	253	1	1820.1375699205582	7.985311015368289	2.1623185491753945	
7B:FF	123	255	1	3711.0669129718403	16.238777748075567	4.143761800810927	
77:FF	119	255	1	3955.971041345653	17.269323989066475	4.535770707708459	
B7:FF	183	255	1	2534.9959963741508	11.175232351720853	2.9945690784044374	
73:FF	115	255	1	4136.093885881887	18.028659015330597	4.780473699697775	
FF:BF	255	191	1	1.7118679386996758	0.005525870379631111	2.02543363958802E-6	
7B:F7	123	247	1	3.270495927303877	0.014206796351850891	3.516520733595161E-6	
FE:BF	254	191	1	2.785898206597923	0.00899282184064491	5.3434788031568324E-6	
BE:FF	190	255	1	2.9697094052196458	0.013293986386958273	4.509994351544295E-6	
FF:6F	255	111	1	1.390074796691654	0.0034681225159080694	1.3375101305470859E-6	
FA:FF	250	255	1	1.9905456457430102	0.008910731263106613	2.6812250026007E-6	
FF:F5	255	245	1	1.3198090215009786	0.005676249047227847	1.2013430804599343E-6	
37:FF	55	255	1	2.0857647947497275	0.009336972692446615	6.234512668438915E-7	
97:FF	151	255	1	1.4437336956435893	0.006462908013589449	8.53630621904892E-7	
FB:DD	251	221	1	1.872248788040164	0.007004791466933573	2.3848465751361996E-6	
BB:FF	187	255	1	1.0605487514216911	0.004747571291766231	5.668640786903462E-7	
EB:FB	235	251	1	1.7994989072964065	0.007934915953839125	2.067359092070601E-6	
71:FF	113	255	1	2.0291658643402646	0.009083609164133012	1.2510214473297408E-6	
FE:FB	254	251	1	2.0169218867185985	0.008893647731612667	2.7941208648078314E-6	
DF:EF	223	239	1	2.009303942815308	0.008324815448320805	2.4450599979488803E-6	
BF:DF	191	223	1	1.5694067323681256	0.0059371747742326215	1.2679084278533359E-6	

