BMLVN	12	x2
metabolism	0.9970000
mutations	0.0000100
catastrofic	0.0010000
minWeight	0.1
start biomas	2.0	_
env.size	25000.0
feedSourceH	FFF
0FF
00F
777
555
feed port max	50000.0
timeQuant	0.01

key	suscepBits	activeBits	maxsize	popBiomas	currincome	currloss
02F:0EC	47	236	1	11.496545075826036	0.0065796769727000885	1.960621166933842E-7	
00F:000	15	0	1	8866.621575192732	255.9400177001953	0.0	
555:000	1365	0	1	8046.907684095822	304.2607116699219	0.503080749383753	
0E5:0FE	229	254	1	151.3611625831512	0.09314698197671013	1.703739841237657E-4	
08F:7FE	143	2046	1	212.81559686076534	0.4474109971164623	2.3206097173557164E-4	
777:000	1911	0	1	9385.42585607622	158.143310546875	0.9057879429309033	
0FF:7FE	255	2046	1	86.70288548558571	0.18227772502659084	7.886898206348539E-5	
9FF:7FE	2559	2046	1	137.63262911374576	0.289350485852528	2.5705969053659543E-5	
0EF:0FC	239	252	1	88.82485175125466	0.054249254708082714	6.865158390314046E-5	
0FF:000	255	0	1	6609.311539971095	431.2416687011719	0.4089481706058724	
F7F:F7F	3967	3967	1	47.15098462514913	0.05624187852439117	1.3492038790795473E-5	
0AF:5DE	175	1502	1	111.31717789727715	0.21411530461090725	7.846871662264653E-5	
DFD:FFF	3581	4095	1	28.118186260051875	0.03284813304199715	4.077418558724967E-6	
3FF:FFE	1023	4094	1	63.22040473002131	0.07379435638389067	2.936774121834885E-5	
1DE:7FE	478	2046	1	122.70712961792378	0.2579652574324388	9.282260194991599E-5	
FFF:000	4095	0	1	3788.354503824615	226.71868896484375	0.09357956575260654	
067:0FA	103	250	1	337.6707030001711	0.2043926416937193	1.821785971463765E-4	

